75520,0.5,2019-02-19,11:59:53,FRANCE,76.80517239295533
73860,1.7,2019-02-19,11:59:53,FRANCE,86.57073112012378
70881,-2.9,2019-02-19,11:59:53,FRANCE,81.02272056276627
70891,-3.0,2019-02-19,11:59:53,FRANCE,80.39397086392636
72990,-1.1,2019-02-19,11:59:53,FRANCE,80.06783476623976
71270,1.2,2019-02-19,11:59:53,FRANCE,78.06767121123191
72650,-0.4,2019-02-19,11:59:53,FRANCE,83.2111194418596
72700,-0.6,2019-02-19,11:59:53,FRANCE,100.73114257504263
77610,2.4,2019-02-19,11:59:53,FRANCE,79.40965041226325
71790,-4.9,2019-02-19,11:59:53,FRANCE,80.1116546107329
72950,-8.2,2019-02-19,11:59:53,FRANCE,63.52467541327458
70200,4.6,2019-02-19,11:59:53,FRANCE,96.56096956700468
76700,4.1,2019-02-19,11:59:53,FRANCE,71.98379140433481
77900,2.5,2019-02-19,11:59:53,FRANCE,66.55346399373765
74860,-0.2,2019-02-19,11:59:53,FRANCE,72.21611852876313
70700,-0.4,2019-02-19,11:59:53,FRANCE,78.9829699479243
71250,1.7,2019-02-19,11:59:53,FRANCE,74.21476327269376
74940,-2.0,2019-02-19,11:59:53,FRANCE,60.16397548414801
72050,1.7,2019-02-19,11:59:53,FRANCE,81.66380187232292
70290,3.3,2019-02-19,11:59:53,FRANCE,89.2542844921142
75030,3.9,2019-02-19,11:59:53,FRANCE,70.90234251275209
75240,1.3,2019-02-19,11:59:53,FRANCE,78.08360266246018
72920,-2.0,2019-02-19,11:59:53,FRANCE,79.33168958072388
71560,4.5,2019-02-19,11:59:53,FRANCE,89.35279316759014
71570,0.2,2019-02-19,11:59:53,FRANCE,79.66527029573372
77700,3.3,2019-02-19,11:59:53,FRANCE,71.82854802499918
74710,-1.6,2019-02-19,11:59:53,FRANCE,75.87222352866593
74600,-0.5,2019-02-19,11:59:53,FRANCE,70.0063298331612
76840,1.8,2019-02-19,11:59:53,FRANCE,60.666089287036996
73540,0.9,2019-02-19,11:59:53,FRANCE,84.608034615903
77490,4.2,2019-02-19,11:59:53,FRANCE,72.52868829890649
76020,3.1,2019-02-19,11:59:53,FRANCE,67.18241999006717
72300,0.2,2019-02-19,11:59:53,FRANCE,80.25898719247036
70050,0.5,2019-02-19,11:59:53,FRANCE,85.18578601401433
74970,-1.9,2019-02-19,11:59:53,FRANCE,64.54586914876631
74700,-0.4,2019-02-19,11:59:53,FRANCE,81.98304014690993
77530,4.5,2019-02-19,11:59:53,FRANCE,100.0
71650,0.0,2019-02-19,11:59:53,FRANCE,74.4583915821927
71490,0.8,2019-02-19,11:59:53,FRANCE,78.58366012859777
73350,0.4,2019-02-19,11:59:53,FRANCE,81.48582086565779
71090,2.2,2019-02-19,11:59:53,FRANCE,75.40768460009801
77540,2.2,2019-02-19,11:59:53,FRANCE,57.2002921618026
73175,-0.7,2019-02-19,11:59:53,FRANCE,60.96492479078989
76380,8.3,2019-02-19,11:59:53,FRANCE,73.81020190747255
70270,0.9,2019-02-19,11:59:53,FRANCE,81.55456783379796
70240,0.7,2019-02-19,11:59:53,FRANCE,79.15208539351794
70380,0.0,2019-02-19,11:59:53,FRANCE,78.45801274465607
70370,0.1,2019-02-19,11:59:53,FRANCE,84.5144285964567
71000,3.8,2019-02-19,11:59:53,FRANCE,77.34937057759686
70930,0.1,2019-02-19,11:59:53,FRANCE,79.65027496583991
72400,0.8,2019-02-19,11:59:53,FRANCE,79.1673631805893
70900,-1.3,2019-02-19,11:59:53,FRANCE,77.66397917496948
76950,3.7,2019-02-19,11:59:53,FRANCE,75.66820281135627
73300,0.9,2019-02-19,11:59:53,FRANCE,82.7640157119469
75880,2.0,2019-02-19,11:59:53,FRANCE,77.05480458775617
72350,0.5,2019-02-19,11:59:53,FRANCE,77.95568891188177
73060,1.9,2019-02-19,11:59:53,FRANCE,85.96474757037537
76100,1.6,2019-02-19,11:59:53,FRANCE,76.42284605987777
77560,4.6,2019-02-19,11:59:53,FRANCE,82.64024374260732
72000,2.3,2019-02-19,11:59:53,FRANCE,78.81645213738355
72010,2.1,2019-02-19,11:59:53,FRANCE,82.31604077962676
75910,-0.7,2019-02-19,11:59:53,FRANCE,67.35336259364195
72220,1.6,2019-02-19,11:59:53,FRANCE,77.55808634944489
75580,0.2,2019-02-19,11:59:53,FRANCE,77.90744775485334
71400,-1.4,2019-02-19,11:59:53,FRANCE,73.64054359772402
71680,-0.1,2019-02-19,11:59:53,FRANCE,83.24907146554085
70170,-1.2,2019-02-19,11:59:53,FRANCE,74.2384057206989
70150,0.2,2019-02-19,11:59:53,FRANCE,78.48952275582569
71800,-1.5,2019-02-19,11:59:53,FRANCE,77.04681450844737
73850,-0.5,2019-02-19,11:59:53,FRANCE,77.79430041690209
71500,0.3,2019-02-19,11:59:53,FRANCE,79.68024984089756
74820,0.0,2019-02-19,11:59:53,FRANCE,79.63526383037762
70310,-0.2,2019-02-19,11:59:53,FRANCE,77.26320806946292
75350,1.9,2019-02-19,11:59:53,FRANCE,73.16167957123106
71690,-0.7,2019-02-19,11:59:53,FRANCE,78.34720898714545
77470,4.0,2019-02-19,11:59:53,FRANCE,63.9941899040811
73000,2.6,2019-02-19,11:59:53,FRANCE,85.41968699127102
76270,0.4,2019-02-19,11:59:53,FRANCE,72.33300741849081
74760,3.8,2019-02-19,11:59:53,FRANCE,65.8644796244641
71200,2.1,2019-02-19,11:59:53,FRANCE,81.71807028782683
71810,-0.9,2019-02-19,11:59:53,FRANCE,70.45652452948406
76300,1.7,2019-02-19,11:59:53,FRANCE,75.31997281285638
76310,6.0,2019-02-19,11:59:53,FRANCE,71.31700204619537
73150,3.4,2019-02-19,11:59:53,FRANCE,83.6828272347522
74340,0.7,2019-02-19,11:59:53,FRANCE,74.0314594723858
71070,5.0,2019-02-19,11:59:53,FRANCE,93.90463508669563
77850,4.8,2019-02-19,11:59:53,FRANCE,75.31247046750312
75770,1.2,2019-02-19,11:59:53,FRANCE,77.49302847124358
70030,1.0,2019-02-19,11:59:53,FRANCE,74.63970705027666
70020,-0.7,2019-02-19,11:59:53,FRANCE,79.52974156918084
72170,0.4,2019-02-19,11:59:53,FRANCE,77.36210797754846
72600,-0.7,2019-02-19,11:59:53,FRANCE,75.45893934782741
71470,0.3,2019-02-19,11:59:53,FRANCE,78.50525316711487
71460,0.8,2019-02-19,11:59:53,FRANCE,82.14399739575249
76610,3.2,2019-02-19,11:59:53,FRANCE,70.24399159991042
76600,5.1,2019-02-19,11:59:53,FRANCE,77.00498034749701
72880,-2.1,2019-02-19,11:59:53,FRANCE,63.50585606131839
77800,2.0,2019-02-19,11:59:53,FRANCE,68.45381950911703
74380,2.3,2019-02-19,11:59:53,FRANCE,84.76988083976839
71210,2.8,2019-02-19,11:59:53,FRANCE,83.6096315869893
77680,6.7,2019-02-19,11:59:53,FRANCE,72.99849708105984
71450,1.5,2019-02-19,11:59:53,FRANCE,78.69274744608835
73740,-1.1,2019-02-19,11:59:53,FRANCE,74.82056656286181
73790,1.4,2019-02-19,11:59:53,FRANCE,71.45503692019463
76450,1.5,2019-02-19,11:59:53,FRANCE,61.51525728654966
74810,-0.1,2019-02-19,11:59:53,FRANCE,78.44223310223647
74800,0.5,2019-02-19,11:59:53,FRANCE,75.10766152097055
76000,4.2,2019-02-19,11:59:53,FRANCE,57.72568120768769
76030,2.7,2019-02-19,11:59:53,FRANCE,73.85224979117572
75790,1.5,2019-02-19,11:59:53,FRANCE,68.8593295048905
76520,2.8,2019-02-19,11:59:53,FRANCE,73.87061751398791
73160,4.1,2019-02-19,11:59:53,FRANCE,81.3995984143094
73140,2.3,2019-02-19,11:59:53,FRANCE,82.94334092401242
77910,6.0,2019-02-19,11:59:53,FRANCE,84.58840038399023
75630,2.9,2019-02-19,11:59:53,FRANCE,64.6916365709622
71300,1.3,2019-02-19,11:59:53,FRANCE,81.01205412972664
72490,-1.1,2019-02-19,11:59:53,FRANCE,78.87433099158683
76410,3.5,2019-02-19,11:59:53,FRANCE,67.7676965231433
76415,9.0,2019-02-19,11:59:53,FRANCE,76.02720503461788
71390,0.0,2019-02-19,11:59:53,FRANCE,82.03692387310811
71900,-0.9,2019-02-19,11:59:53,FRANCE,76.56870194597867
75100,1.8,2019-02-19,11:59:53,FRANCE,81.67739067580891
70400,4.0,2019-02-19,11:59:53,FRANCE,89.94898831940914
75400,4.9,2019-02-19,11:59:53,FRANCE,70.5872849121943
70750,2.0,2019-02-19,11:59:53,FRANCE,89.79247211022094
75490,0.2,2019-02-19,11:59:53,FRANCE,83.28689963524833
76530,1.7,2019-02-19,11:59:53,FRANCE,72.58393362306384
76220,4.2,2019-02-19,11:59:53,FRANCE,77.9745281520753
76210,0.8,2019-02-19,11:59:53,FRANCE,70.2749681774062
76900,4.4,2019-02-19,11:59:53,FRANCE,67.96156550697289
73901,-1.7,2019-02-19,11:59:53,FRANCE,77.59841125145594
70550,-0.2,2019-02-19,11:59:53,FRANCE,79.60519405923638
76320,4.7,2019-02-19,11:59:53,FRANCE,68.02583624745041
76350,2.6,2019-02-19,11:59:53,FRANCE,74.37819139039983
72800,-0.7,2019-02-19,11:59:53,FRANCE,77.18032314355789
72830,-0.7,2019-02-19,11:59:53,FRANCE,75.45893934782741
71030,2.5,2019-02-19,11:59:53,FRANCE,83.57285553231281
74120,0.9,2019-02-19,11:59:53,FRANCE,74.62165687646028
76670,2.7,2019-02-19,11:59:53,FRANCE,57.76692019136647
77650,3.0,2019-02-19,11:59:53,FRANCE,77.21911774741189
71430,1.8,2019-02-19,11:59:53,FRANCE,84.09749077110389
70610,0.2,2019-02-19,11:59:53,FRANCE,83.28689963524833
72070,3.8,2019-02-19,11:59:53,FRANCE,86.16520306516395
70100,0.6,2019-02-19,11:59:53,FRANCE,78.5523462783835
71100,2.0,2019-02-19,11:59:53,FRANCE,82.30289165962968
71060,0.2,2019-02-19,11:59:53,FRANCE,75.05418272173246
75000,1.9,2019-02-19,11:59:53,FRANCE,83.49894449546072
76500,2.4,2019-02-19,11:59:53,FRANCE,68.03226303459849
76460,2.1,2019-02-19,11:59:53,FRANCE,63.0702707148245
76470,2.3,2019-02-19,11:59:53,FRANCE,66.0147173315457
76430,2.5,2019-02-19,11:59:53,FRANCE,64.59867718077535
74750,-0.7,2019-02-19,11:59:53,FRANCE,74.33038784214216
71190,0.5,2019-02-19,11:59:53,FRANCE,86.44697709017416
71180,0.4,2019-02-19,11:59:53,FRANCE,77.36210797754846
71170,4.7,2019-02-19,11:59:53,FRANCE,94.55243490190549
70570,-0.4,2019-02-19,11:59:53,FRANCE,83.2111194418596
76070,1.1,2019-02-19,11:59:53,FRANCE,75.21413677184043
76900,4.4,2019-02-19,11:59:54,FRANCE,67.96156550697289
71300,1.4,2019-02-19,11:59:54,FRANCE,76.38895458533968
73160,4.1,2019-02-19,11:59:54,FRANCE,76.84074975360336
73140,2.4,2019-02-19,11:59:54,FRANCE,82.35540376787712
71490,0.8,2019-02-19,11:59:54,FRANCE,78.58366012859777
70030,1.0,2019-02-19,11:59:54,FRANCE,72.44921438595446
70020,-0.7,2019-02-19,11:59:54,FRANCE,79.52974156918084
70550,-0.2,2019-02-19,11:59:54,FRANCE,75.5470920545688
76610,3.2,2019-02-19,11:59:54,FRANCE,70.24399159991042
76600,5.3,2019-02-19,11:59:54,FRANCE,75.94182472103438
71860,-2.5,2019-02-19,11:59:54,FRANCE,84.84207348141284
70900,-1.3,2019-02-19,11:59:54,FRANCE,77.66397917496948
71810,-0.9,2019-02-19,11:59:54,FRANCE,70.45652452948406
71690,-0.8,2019-02-19,11:59:54,FRANCE,78.92098832753467
70280,0.0,2019-02-19,11:59:54,FRANCE,71.17542033354151
75100,1.8,2019-02-19,11:59:54,FRANCE,76.45666885728572
71250,1.8,2019-02-19,11:59:54,FRANCE,77.59051529134723
76410,3.4,2019-02-19,11:59:54,FRANCE,65.28915602999452
76415,9.0,2019-02-19,11:59:54,FRANCE,75.49949424460264
73060,1.8,2019-02-19,11:59:54,FRANCE,86.58096948558355
76530,1.7,2019-02-19,11:59:54,FRANCE,68.90176209945407
76500,2.4,2019-02-19,11:59:54,FRANCE,68.03226303459849
76460,2.1,2019-02-19,11:59:54,FRANCE,58.93359055357939
77610,2.4,2019-02-19,11:59:54,FRANCE,79.40965041226325
75000,1.9,2019-02-19,11:59:54,FRANCE,78.75472805205949
71190,0.5,2019-02-19,11:59:54,FRANCE,82.10395280792889
71180,0.3,2019-02-19,11:59:54,FRANCE,77.923544787315
71170,4.7,2019-02-19,11:59:54,FRANCE,94.55243490190549
73740,-1.1,2019-02-19,11:59:54,FRANCE,74.82056656286181
73790,0.5,2019-02-19,11:59:54,FRANCE,82.10395280792889
72800,-0.8,2019-02-19,11:59:54,FRANCE,77.74555674251866
72830,-0.7,2019-02-19,11:59:54,FRANCE,80.72810234438423
71000,4.0,2019-02-19,11:59:54,FRANCE,76.27026570173147
